"uri","lom_title","lli_title","title_sim","lom_description","lli_description","description_sim","lom_language","lli_language","language_sim","lom_interactivity_type","lli_interactivity_type","interactivity_type_sim","lom_learning_resource_type","lli_learning_resource_type","learning_resource_type_sim","lom_interactivity_level","lli_interactivity_level","interactivity_level_sim","lom_age_range","lli_age_range","age_range_sim"
"http://vishub.org/excursions/1634","Cáncer de piel","Cáncer de piel - Jose Viñas","13","Pretendemos realizar una excursión por laboratorios virtuales, buscando conocer, de forma lúdica, algo más sobre el cáncer. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., En nuestro centro(IES David Buján de Cambre, A Coruña-Spain) lo hemos incluido en clase de tutoría durante la última evaluación, justo antes de la temporada estival. Es aconsejable que los alumnos tengan cada uno su ordenador, de esta manera, podrán avanzar cada uno a su ritmo durante la clase.- Pretendemos que los alumnos conozcan las consecuencias de la exposición al sol.- Incrementar su conocimiento de los protocolos científicos.- Favorecer la afición de los alumnos por la ciencia ciudadana., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Cáncer de piel. Pretendemos realizar una excursión por laboratorios virtuales, buscando conocer, de forma lúdica, algo más sobre el cáncer. ","0.118421055","es","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 20",">18",""
"http://educainternet.es/excursions/19","El valor de palabra","El valor de palabra - baldur1111","13","Si algo es clave en el mundo digital , es el valor de la palabra, el único nexo que puede hacer y producir la magia del cambio en otro ser humano. Detrás de cualquier ""aparatejo de litio"" siempre hay un ser humano.Trabajar la magia de las palabras con nuestros alumnos es clave para ayudarles a reflexionar sobre la repercusión de lo que uno escribe y leen miles., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Trabajar el valor de la palabra como clave pases su desarrollo de internet., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre El valor de palabra. Si algo es clave en el mundo digital , es el valor de la palabra, el único nexo que puede hacer y producir la magia del cambio en otro ser humano. Detrás de cualquier ""aparatejo de litio"" siempre hay un ser humano.

Trabajar la magia de las palabras con nuestros alumnos es clave para ayudarles a reflexionar sobre la repercusión de lo que uno escribe y leen miles.

","0.4857143","no value","es","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/14","Tecnoadicciones, ¿como solucionarlas?","Tecnoadicciones, ¿como solucionarlas? - Lourdes","10","Definir una tecnoadicción, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Tecnoadicciones, ¿como solucionarlas?. Definir una tecnoadicción","0.031746034","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/17","Protección ante virus y fraudes","Protección ante virus y fraudes - Enrique","10","Protección ante virus y fraudes. A Virtual Excursion provided by http://educainternet.es., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Protección ante virus y fraudes. ","0.07462686","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/16","Comunidades peligrosas en linea","Comunidades peligrosas en linea - Enrique","10","Comunidades peligrosas en linea. A Virtual Excursion provided by http://educainternet.es., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Comunidades peligrosas en linea. ","0.060606062","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1871","Qual é o efeito da luz solar na temperatura interior da tua casa modelo? (3/8)","Qual é o efeito da luz solar na temperatura interior da tua casa modelo? (3/8) - ViSH","7","Esta ILS é a terceira de 8 ILS adaptadas do projeto Stablish - Designing a Low Energy Home (http://www.establish-fp7.eu/resources/units/designing-low-energy-home [1] ). Tem como objetivo ser uma abordagem IBSE à Termodinâmica.É necessária a prévia construção de caixas de diferentes materiais, que vão simular casas e diferentes isolamentos térmicos possíveis.[1] http://www.establish-fp7.eu/resources/units/designing-low-energy-home, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Qual é o efeito da luz solar na temperatura interior da tua casa modelo? (3/8). Esta ILS é a terceira de 8 ILS adaptadas do projeto Stablish - Designing a 
Low Energy Home 
(http://www.establish-fp7.eu/resources/units/designing-low-energy-home [1] ). 
Tem como objetivo ser uma abordagem IBSE à Termodinâmica.
É necessária a prévia construção de caixas de diferentes materiais, que 
vão simular casas e diferentes isolamentos térmicos possíveis.


[1] http://www.establish-fp7.eu/resources/units/designing-low-energy-home
","0.37398374","pt","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 18",">18",""
"http://vishub.org/excursions/1870","Projecto Go lab Setúbal_Isadora Girio e Isabel Quadros","Projecto Go lab Setúbal_Isadora Girio e Isabel Quadros - ViSH","7","At the beginning we has a motivation film to tease the students to the subject of the impact of asteroids in earth. After that at the ""Conceptualisation"" tab we a concept map and a world map of the asteroids impacts. Also in this tab we had a hypothesis tool tointeract with the students.At the Investigation we used ""Down2Earth"" GoLab application to interact and change the values of the variables to learn and virtualyz the impactsAt the conclusion tab, we has a space for students to write them own conclusions., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Projecto Go lab Setúbal_Isadora Girio e Isabel Quadros. At the beginning we has a motivation film to tease the students to the 
subject of the impact of asteroids in earth. After that at the 
""Conceptualisation"" tab we a concept map and a world map of the asteroids 
impacts. Also in this tab we had a hypothesis tool tointeract with the 
students.

At the Investigation we used ""Down2Earth"" GoLab application to interact and 
change the values of the variables to learn and virtualyz the impacts

At the conclusion tab, we has a space for students to write them own 
conclusions.

","0.55128205","pt","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 14",">18",""
"http://vishub.org/excursions/1873","Reglas de solubilidad","Reglas de solubilidad - ViSH","7","En este espacio vamos a trabajar el tema de las reglas de solubilidad siguiendo el método de aprendizaje por indagación. Para ello, los estudiantes han de recorrer, por orden, las siguientes fases realizando las actividades que se proponen en cada una de ellas., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial-ShareAlike'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Reglas de solubilidad. En este espacio vamos a trabajar el tema de las reglas de solubilidad 
siguiendo el método de aprendizaje por indagación. Para ello, los 
estudiantes han de recorrer, por orden, las siguientes fases realizando las 
actividades que se proponen en cada una de ellas.

","0.41584158","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 18",">18",""
"http://vishub.org/excursions/1872","Quin condensador li poso","Quin condensador li poso - ViSH","7","Students have to see which is the relationship between the time a capacitor is able to maintain a LED turned on and the main electrical caracteristics of the circuit (resistence, capacity and initial voltage).The questions are presented in relationshio with the safety issues in bike's light, and the physical theory under the system is the capacitators discharge process., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial-ShareAlike'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Quin condensador li poso. Students have to see which is the relationship between the time a capacitor 
is able to maintain a LED turned on and the main electrical caracteristics of 
the circuit (resistence, capacity and initial voltage).

The questions are presented in relationshio with the safety issues in bike's 
light, and the physical theory under the system is the capacitators discharge 
process.

","0.47058824","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 0",">18",""
"http://vishub.org/excursions/1630","El Universo","El Universo - Mª Luisa","11","El Universo. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about El Universo. ","0.032258064","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/10","Grooming: ciberacoso sexual a niños/as","Grooming: ciberacoso sexual a niños/as - Lourdes","10","El grooming (en español «acicalar») hace referencia a una serie de conductas y acciones deliberadamente emprendidas por un adulto con el objetivo de ganarse la amistad de un menor de edad, creando una conexión emocional con el mismo, con el fin de disminuir las inhibiciones del niño y poder abusar sexualmente de él. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Grooming: ciberacoso sexual a niños/as. El grooming (en español «acicalar») hace referencia a una serie de conductas y acciones deliberadamente emprendidas por un adulto con el objetivo de ganarse la amistad de un menor de edad, creando una conexión emocional con el mismo, con el fin de disminuir las inhibiciones del niño y poder abusar sexualmente de él. ","0.46086955","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1428","HERRAMIENTAS DE GOOGLE DRIVE","HERRAMIENTAS DE GOOGLE DRIVE - ana","6","QUE TIPO DE HERRAMIENTAS NOS ENCONTRAMOS DENTRO DE LAS APLICACIONES DE DRIVE, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about HERRAMIENTAS DE GOOGLE DRIVE. QUE TIPO DE HERRAMIENTAS NOS ENCONTRAMOS DENTRO DE LAS APLICACIONES DE DRIVE","0.15492958","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/601","The origins of Cinema.","The origins of Cinema. - Papandreou Christos","22","The purpose of this excursion is to make students understand the basic principles of animation and cinema. Through their predecessors, various optical toys, they will understand how  we reached at today's modern cinema. Amusing activities and constructions will make them enter into the spirit and sense of animation., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., After this excursion students will:

Learn the origins of animation and cinema.
Familiarize with old optical toys such as thaumatrope, zoetrope, flip-books etc.
Understand the optical phenomenon of retinal persistence as a basic principle of making animated pictures.
Try to construct their own optical toys and develop short animated stories., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about The origins of Cinema.. The purpose of this excursion is to make students understand the basic principles of animation and cinema. Through their predecessors, various optical toys, they will understand how  we reached at today's modern cinema. Amusing activities and constructions will make them enter into the spirit and sense of animation.","0.31612903","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 18",">18",""
"http://vishub.org/excursions/1427","Portrait des détectives - Retrato de los detectives","Portrait des détectives - Retrato de los detectives - isabelle","11","Projet eTwinning Mille et une pistes ... y dos detectives, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Portrait des détectives - Retrato de los detectives. Projet eTwinning Mille et une pistes ... y dos detectives","0.12328767","fr","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/842","GLOBAL Excursion Competition Awards","GLOBAL Excursion Competition Awards - Aldo","7","GLOBAL Excursion Final Event: Competition Awards., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., GLOBAL Excursion Final Event: Competition Awards., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about GLOBAL Excursion Competition Awards. GLOBAL Excursion Final Event: Competition Awards.","0.11764706","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 30",">18",""
"http://vishub.org/excursions/600","Tipos de procariotas","Tipos de procariotas - Saandra H","12","En esta excursión haremos un recorrido por los principales tipos de células procariotas., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Tipos de procariotas. En esta excursión haremos un recorrido por los principales tipos de células procariotas.","0.16901408","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1424","REPRESENTACION DE ELEMENTOS NORMALIZADOS","REPRESENTACION DE ELEMENTOS NORMALIZADOS - GORKA URROZ","14","Vamos a ver como se representan distintos elementos normalizados., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about REPRESENTACION DE ELEMENTOS NORMALIZADOS. Vamos a ver como se representan distintos elementos normalizados.","0.11764706","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","16 - 20",">18",""
"http://vishub.org/excursions/605","El aula tecnológica del proyecto IIT","El aula tecnológica del proyecto IIT - Elena Gosálvez","17","El aula tecnológica en un Instituto de Innovación Tecnológica (proyecto IIT) de la Comunidad de Madrid, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about El aula tecnológica del proyecto IIT. El aula tecnológica en un Instituto de Innovación Tecnológica (proyecto IIT) de la Comunidad de Madrid","0.19480519","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1423","INFORMATICA COSACO","INFORMATICA COSACO - Jacqueline Noyola","20","HTML, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about INFORMATICA COSACO. HTML","0.0","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1665","Test I am sorry","Test I am sorry - DillonJia","12","Test messages, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., 考虑考虑, I will test it again whether it send a email","Slides presentation about Test I am sorry. Test messages","0.028169014","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/603","Geografía Española","Geografía Española - beatriz","10","Conocer la ubicación de la geografía española, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Geografía Española. Conocer la ubicación de la geografía española","0.09375","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1668","EL CEREZO","EL CEREZO - NSP1A2015","12"," El Cerezo es un árbol, que tienen las hojas rosas o en algunos casos blancas. El troco, es recto y tiene la madera lisa., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about EL CEREZO.  El Cerezo es un árbol, que tienen las hojas rosas o en algunos casos blancas. El troco, es recto y tiene la madera lisa.
","0.28395063","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/44","GUÍA  RÁPIDA  PARA  PADRES e HIJOS  DESORIENTADOS","GUÍA  RÁPIDA  PARA  PADRES e HIJOS  DESORIENTADOS - Mª Antonia Muñoz Escobar","27","Vamos a intentar dar unos consejos prácticos (pautas, límites, horarios) sobre el uso de Internet por parte de nuestros hijos:1) El uso del móvil.2) Mensajería instantanea.3) Iniciación en el uso de las redes sociales., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Facilitar pautas a padres e hijos en la utilización en conectividad móvil. Adecuado para 5º y 6º de primaria. Duración 20 a 30  minutos aproximadamente., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use ., Me encanta!, Estupenda presentación!","Presentación enriquecida (y gratis) sobre GUÍA  RÁPIDA  PARA  PADRES e HIJOS  DESORIENTADOS. Vamos a intentar dar unos consejos prácticos (pautas, límites, horarios) sobre el uso de Internet por parte de nuestros hijos:

1) El uso del móvil.

2) Mensajería instantanea.

3) Iniciación en el uso de las redes sociales.","0.24427481","es","es","true","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/45","Seguridad en Internet: Definiciones","Seguridad en Internet: Definiciones - Aldo Gordillo","16","Seguridad en Internet: Definiciones, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Seguridad en Internet: Definiciones, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use ., Gran trabajo .Felicidades","Presentación enriquecida (y gratis) sobre Seguridad en Internet: Definiciones. Seguridad en Internet: Definiciones","0.08695652","es","es","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/49","La  labor docente  ","La  labor docente   - Angela sierra","16","Como nos valoran, critican, hacen juicio de nosotros por las redes  sociales , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre La  labor docente  . Como nos valoran, critican, hacen juicio de nosotros por las redes  sociales ","0.18055555","es","es","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1420","EL ALMACEN ","EL ALMACEN  - MAITE BIKUÑA","15","El almacén dentro de la red logística, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about EL ALMACEN . El almacén dentro de la red logística","0.109375","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1662","Stars Wars. Episodio I: LA AMENAZA FANTASMA.","Stars Wars. Episodio I: LA AMENAZA FANTASMA. - Grupo investigación IES David Buján","38","Esta es una película de ciencia ficción llena de efectos especiales que innovaron el cine de aquellos años y sorprendio a todo al que la fue a ver por primera vez. En ella ademas de sorprendentes efectos especiales, se describe la Galaxia desde el punto de vista de la mente creadora de esta película,concretamente nos habla de un pequeño planeta llamado Naboo, el cual obviamente no existe, en el  se centran practicamente todos los acontecimientos que suceden a lo largo de la película.Esta nos cuenta que  la República Galáctica está sumida en el caos. Los impuestos de las rutas comerciales a los sistemas estelares exteriores están en disputa. Por otro lado esperando resolver el asunto con un bloqueo de poderosas naves de guerra, la codiciosa Federación de Comercio ha detenido todos los envíos al pequeño planeta de Naboo.Para resolver este problema  el Canciller Supremo del Congreso de la Repúblicaha enviado en secreto a dos Caballeros Jedi, guardianes de la paz y la justicia en la galaxia., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Stars Wars. Episodio I: LA AMENAZA FANTASMA.. Esta es una película de ciencia ficción llena de efectos especiales que innovaron el cine de aquellos años y sorprendio a todo al que la fue a ver por primera vez. En ella ademas de sorprendentes efectos especiales, se describe la Galaxia desde el punto de vista de la mente creadora de esta película,concretamente nos habla de un pequeño planeta llamado Naboo, el cual obviamente no existe, en el  se centran practicamente todos los acontecimientos que suceden a lo largo de la película.
Esta nos cuenta que  la República Galáctica está sumida en el caos. Los impuestos de las rutas comerciales a los sistemas estelares exteriores están en disputa. Por otro lado esperando resolver el asunto con un bloqueo de poderosas naves de guerra, la codiciosa Federación de Comercio ha detenido todos los envíos al pequeño planeta de Naboo.
Para resolver este problema  el Canciller Supremo del Congreso de la República
ha enviado en secreto a dos Caballeros Jedi, guardianes de la paz y la justicia en la galaxia.","0.6923077","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1422","Abc","Abc - Julian Blas Tucto","20","Abc. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Abc. ","0.016393442","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1664","PRUNUS (falso ciruelo)","PRUNUS (falso ciruelo) - NSP1B2015","12","Es un arbusto grande, o pequeño árbol de hasta 6-15 m de altura, con hojas de 4-6 cm de largo, bordes aserrados, ápices agudos y salvo el nervio central en el envés.Es uno de los primeros árboles europeos en florecer en primavera; flores blancas o rosas, 1,5-2 cm, con cinco pétalos. Su fruto es una drupa de 2-3 cm de diámetro, amarilla o roja, comestible, alcanzando la madurez a principios del otoño., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about PRUNUS (falso ciruelo). Es un arbusto grande, o pequeño árbol de hasta 6-15 m de altura, con hojas de 4-6 cm de largo, bordes aserrados, ápices agudos y salvo el nervio central en el envés.

Es uno de los primeros árboles europeos en florecer en primavera; flores blancas o rosas, 1,5-2 cm, con cinco pétalos. Su fruto es una drupa de 2-3 cm de diámetro, amarilla o roja, comestible, alcanzando la madurez a principios del otoño.","0.530303","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/607","Happycidades ♥","Happycidades ♥ - Paloma Ramírez","17","Happycidades ♥. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Happycidades ♥. ","0.032258064","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1421","2014 I make my own structure","2014 I make my own structure - Luis Vaquerizo","17","Students make their own paper structure, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about 2014 I make my own structure. Students make their own paper structure","0.07462686","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 13",">18",""
"http://vishub.org/excursions/1663","Back to the Future","Back to the Future - Grupo investigación IES David Buján","38","Back to the Future es una película de ciencia ficción y comedia de 1985 dirigida y escrita por Robert Zemeckis,producida por Steven Spielberg y protagonizada por Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover y Thomas F. Wilson.La trama relata las aventuras de Marty McFly,un adolescente que es enviado accidentalmente de vuelta en el tiempo de 1985,su época,a 1955.Tras alterar los sucesos ocurridos en 1955,específicamente aquellos en los que sus padres se conocieron y enamoraron,Marty debe intentar reunir a sus padres de nuevo para asegurar su propia existencia., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Back to the Future. Back to the Future es una película de ciencia ficción y comedia de 1985 dirigida y escrita por Robert Zemeckis,producida por Steven Spielberg y protagonizada por Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover y Thomas F. Wilson.La trama relata las aventuras de Marty McFly,un adolescente que es enviado accidentalmente de vuelta en el tiempo de 1985,su época,a 1955.Tras alterar los sucesos ocurridos en 1955,específicamente aquellos en los que sus padres se conocieron y enamoraron,Marty debe intentar reunir a sus padres de nuevo para asegurar su propia existencia.","0.60544217","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
