"uri"	"title"	"description"	"language"	"technical_location"	"edu_interactivityType"	"edu_learningResourceType"	"edu_interactivityLevel"	"edu_typicalAgeRange"
"null"	"Iberian Lynx"	"This excursion is about the Iberian Lynx, one of the most endangered cat species in the world., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Película Mar Adentro"	"Película Mar Adentro. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1288"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Gandhi. Reseña de la película"	"Gandhi. Reseña de la película. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Sostenibilidad y diseño."	"En esta excursión definiremos brevemente en que consiste la sostenibilidad, utilizando el diseño como ejemplo aplicable en la sociedad actual., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/2154"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"2013 Solar water heater 4"	"Students make their own slide show to explain their experiment., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/704"	"mixed"	"lecture, slide"	"very high"	"12 - 14"
"null"	"GIMP"	"Programa honen inguruko apunteak, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1366"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Macaco negro crestado"	"Presentación sobre el Macaco negro crestado, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Dominio Público'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"En busca del ADN"	"Descubrimiento del ADN. Un poco de historia. Nuevos descubrimientos, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Entender el contexto del mundo científico.Comprender la estructura del ADN, License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"14 - 20"
"null"	"invernadero para anturios"	"las flores de anturio son unas flores ornamentarías,selváticas,prosedientes e los bosques lluviosos del amazonas y el ecuador,tienen mas de 700 tipos de flores pero solo se cultivan muy pocas . se devén cultivar en un espacio húmedo similar al de su abitad., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1927"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Hulla"	"Caracteristicas generales, identificación y minas de la hulla., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Miért repül a lufi?"	"A kémiai magyarázat, hogy miért repül a héliummal töltött lufi., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/590"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Halite"	"Characteristics, chemical identification and geographical location.By: Jacobo Muiño Morandeira, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Tectónica de Placas...volcanes y terremotos."	"Una excursión por la teoría globalizadora más importante en Geología. Tectónica de Placas y sus fenómenos asociados., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/729"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"               SIENITA "	"Caracteristicas e Identificación de la roca , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"La contaminación invisible"	"Conoceremos el mundo de los cetáceos y como les afecta un tipo de contaminación del medio ambiente desconocida, como es la producida por el ruido en el mar. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Elección fecha examen"	"Se propone un modelo de elección de fecha de examen gracias a la nueva herramienta de ViSH, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/872"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"prova"	"reynolds, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1719"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"SZKOŁA PODSTAWOWA NR 6 IM. T. KOŚCIUSZKI "	"Vokis from pupils from Zory, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/2034"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Cambio Climático"	"Explicación del fenómeno, sus causas, consecuencias y una breve exposición de posibles medidas correctoras., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/669"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"mi primera pagina"	"mi primera pagina. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/629"	"mixed"	"lecture, slide, narrative text"	"very high"	"20 - 25"
"null"	"KÁRSTICO"	"Andrea Román Guindal.Nerea Queijeiro Vázquez., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Juguemos con la Física en la Casa de las Ciencias"	"Realizaremos una e-Excursion por las experiencias físicas de la primera planta de la Casa de las Cienciaas, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Nuestras preguntas intentan ayudar a los alumnos a cuestionarse las experiencias.-Aprender a hacerse preguntas y dar respuesta a las mismas gracias a la colección de experiencias de la Casa de las ciencias, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/655"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"12 - 13"
"null"	"Microscopio óptico virtual"	"Aprende el uso básico del microscopio virtual usando este simulador on-line. Colocación de la preparación, ajuste de la distancia interpupilar, enfoque fino, uso del diafragma, etc., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/248"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"REPASO DE QUÍMICA"	"Esta presentación ha sido realizada como repaso de química para los alumnos que ya tenían conocimientos previos, pero han de recordarlo (resumen, tema introductorio, etc), This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., El objetivo es refrescar la memoria a los usuarios que ya tuvieron conocimientos de esta materia pero que necesitan recordarlos, así como tema introductorio para un nivel más avanzado de química, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/614"	"mixed"	"lecture, slide"	"very high"	"17 - 30"
"null"	"ESTACIÓN DE CAMBRE"	"Descripción da Estación de Cambre.Feito por Lucía Ferreiro, Cristina Balboa e Yulenny Nicolás., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1685"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Amatista"	"Amatista. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Meteoritos."	"Excursion virtual a través del conocimiento de los meteoritos como fuente de información del Universo que nos rodea., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/956"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Gas idealen legea"	"Gas Idealen kasuan tenperatura, presioa eta bolumena aldatzean aldagai guztiak moldatzen dira, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1818"	"mixed"	"lecture, slide"	"very high"	"12 - 18"
"null"	"Carbon footprint"	"A carbon footprint is a measure of the impact our activities have on the environment, and in particular climate change. This excursion will give some information about the carbon footprint and you will be able to calculate your own., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/287"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"7 - 30"
"null"	"La invención de Hugo"	"Reseña da película ""La invención de Hugo"" realizada por Ana López Vázquez., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1268"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Detergents at home and in the nature (Mosó-és tisztítószerek környezeti hatásai)"	"A prezentáció összefoglalja a mosó-és tisztítószerek környezeti hatásait. Felhívja a figyelmet arra,hogy mindennapjainkban használt kemikáliák milyen terhet rónak a környezetre., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Felhívjuk a tanulók figyelmét arra, hogy a bevett gyakorlatban használt vegyszerek milyen terhet rónak környezetünkre. Alapvető kicsengése a tudományos megközelítés mellett a környezettudatosságra nevelés., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/486"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Direccionamiento en Internet"	"Direccionamiento en Internet. IPv4 e IPv6.Contenidos para la asignatura ""Tecnologías de la Información y la Comunicación"" de 2º de Bachillerato., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Direccionamiento en Internet. IPv4 e IPv6.Contenidos para la asignatura ""Tecnologías de la Información y la Comunicación"" de 2º de Bachillerato., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1151"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"15 - 18"
"null"	"Nuevas estrategias para introducir IBSE en el aula"	"Diseñar e implementar actividades de aula basadas en la indagación. Introducción de nuevas estrategias, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Un montón de buenas estrategias, si señor!, ¡Gracias! Tanta formación tendrá que dar frutos :)"	"es"	"http://vishub.org/excursions/1417"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Electrical work, Electric power"	"Electrical work, Electric power. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/386"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Cooking Verbs"	"Most commonly used verbs when cooking., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1460"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"20 Adrian - 2013 - I measure the height"	"Students measure the height using different Alternatives for Innovative Math Study., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/766"	"mixed"	"lecture, slide, narrative text"	"very high"	"12 - 14"
"null"	"Impresoras 3D"	"Introducción al mundo de las impresoras 3D. Definición, tipos de impresora, funciones, materiales, utilidades e información ampliada de las impresoras 3D autorreplicables., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Fernando el Católico"	"Breve resumen de la vida de Fernando de Aragón, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/2049"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Azufre"	"Características, identificación química y localización geográfica.Autor: Jacobo Muiño, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/470"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"no value"	"no value"	"el"	"http://portal.discoverthecosmos.eu/node/93560"	"no value"	"no value"	"no value"	"no value"
"null"	"Kas on hea olla ilus? - Selgitame evolutsiooni läbi loodusliku ja sugulise valiku"	"Õpid kui tähtis on evolutsiooni mõistmiseks aru saada loodusliku ja sugulise valiku protsessidest. Nende teemade õppimiseks töötad läbi uurimistsükli, mis koosneb viiest uurimisetapist (suunaseadmine; küsimuste ja hüpoteeside püstitamine; uurimine; järeldamine; arutelu). Lisaks bioloogia õppimisele omandad ka teadusliku uurimuse läbiviimiseks vajalikud oskused. Samuti on Sul hea võimalus läbi viia katseid virtuaalses laboris „Suguline valik gupidel"" (Sexual Selection in Guppies) ja koguda ning analüüsida andmeid samamoodi nagu bioloog John Endler, kui ta uuris 1970ndatel aastatel esmakordselt gupide loodusliku ja sugulise valiku tasakaalu., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1840"	"mixed"	"lecture, slide"	"very high"	"12 - 18"
"null"	"Roble"	"Descripción del árbol roble (QUERCUS robur) que se encuentra en el IES David Buján Trabajo realizado por Pablo Castro y Sheila Posse y corregido por Jose Viñas, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Macaco negro crestado"	"Presentación sobre el Macaco negro crestado, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Dominio Público'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Arduino"	"Como funciona ...., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Untitled"	"Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Star Wars, El Imperio contraataca."	"Película de ciencia ficción, dirigida por Richard Manquand y escrita por George Lucas., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1301"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Drogas. Viaje a ninguna parte."	" Las drogas se encuentran,  entre los adolescentes, rodeadas de mitología, atrevimiento y sobre todo, de ignorancia. A nadie se le ocurriría saltar desde un trampolín sin comprobar la piscina. Miles de adolescentes saltan cada día, sólo por el ""subidón"" del salto, olvidando el pozo en el que están cayendo. Nuestra Excursion enseña la ""piscina"" antes de dar el salto., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/315"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Tuya"	"Tuya (arborvitae), encontrado en el IES David Buján. Partes: portada, hoja, flor, fruto, corteza y mapa del instituto.Trabajo realizado por: Yolanda García, René García y Graciela García. Corregido por José Viñas., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Votación proxectos CMC"	"Votación proxectos CMC. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1156"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Stars Wars. Episodio I: LA AMENAZA FANTASMA."	"Esta es una película de ciencia ficción llena de efectos especiales que innovaron el cine de aquellos años y sorprendio a todo al que la fue a ver por primera vez. En ella ademas de sorprendentes efectos especiales, se describe la Galaxia desde el punto de vista de la mente creadora de esta película,concretamente nos habla de un pequeño planeta llamado Naboo, el cual obviamente no existe, en el  se centran practicamente todos los acontecimientos que suceden a lo largo de la película.Esta nos cuenta que  la República Galáctica está sumida en el caos. Los impuestos de las rutas comerciales a los sistemas estelares exteriores están en disputa. Por otro lado esperando resolver el asunto con un bloqueo de poderosas naves de guerra, la codiciosa Federación de Comercio ha detenido todos los envíos al pequeño planeta de Naboo.Para resolver este problema  el Canciller Supremo del Congreso de la Repúblicaha enviado en secreto a dos Caballeros Jedi, guardianes de la paz y la justicia en la galaxia., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1662"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Brain Surface Experiment"	"New Chrome Experiment, takes a few minutes to load, please, be patient., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1245"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"The Chemistry in Food"	"Why do we need to eat? What is the relationship between chemistry and food? What are carbohydrates and fats?, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/2009"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"GALENA"	"-Características.-Localización.-Método de identificación ., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/397"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Título de la excursión"	"Resolución de tangencias por potencias , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., El objetivo es hacer la aplicación del concepto de potencia en la resolución de problemas de tangencias., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Trou Noir"	"Voyage à travers un trou noir, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"fr"	"http://vishub.org/excursions/291"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Untitled"	"Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Explicación vish"	"Breve explicación de vish, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Christmas cards from Żory"	"Pupils from Żory wish you a Merry Christmas!, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"ViSH Editor Tema 3"	"ViSH Editor Tema 3, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/2168"	"mixed"	"lecture, slide"	"very high"	"no value"
